,Model Name,R2_Score(Training),R2_Score_Testing,Depth,Iterations,Learning Rate
294,CatBoost Regressor Tuned,0.7003534207062878,0.8683843870432117,2.0,2000.0,0.01
295,CatBoost Regressor Tuned,0.7598874539351078,0.86038873185237,2.0,2000.0,0.02
296,CatBoost Regressor Tuned,0.8028057976029052,0.8563604486361599,2.0,2000.0,0.03
297,CatBoost Regressor Tuned,0.8284110001528232,0.8470590375921307,2.0,2000.0,0.04
298,CatBoost Regressor Tuned,0.8511490054569896,0.8422024863587694,2.0,2000.0,0.05
299,CatBoost Regressor Tuned,0.8833227317326958,0.825843941616228,2.0,2000.0,0.07
300,CatBoost Regressor Tuned,0.9107514983015897,0.8103588596713184,2.0,2000.0,0.1
301,CatBoost Regressor Tuned,0.41111854660593716,0.6136892789531203,3.0,1000.0,0.001
302,CatBoost Regressor Tuned,0.6403302719123092,0.8505086472481256,3.0,1000.0,0.005
303,CatBoost Regressor Tuned,0.6660208475442941,0.8608751751465504,3.0,1000.0,0.007
304,CatBoost Regressor Tuned,0.693601910889099,0.8661291086460597,3.0,1000.0,0.01
305,CatBoost Regressor Tuned,0.7564230482148424,0.8664809066626453,3.0,1000.0,0.02
306,CatBoost Regressor Tuned,0.8048466740080711,0.86183688587807,3.0,1000.0,0.03
307,CatBoost Regressor Tuned,0.8364508295040614,0.857953181518933,3.0,1000.0,0.04
308,CatBoost Regressor Tuned,0.8617859645245045,0.8522410088611538,3.0,1000.0,0.05
309,CatBoost Regressor Tuned,0.893961103629901,0.849516958795699,3.0,1000.0,0.07
310,CatBoost Regressor Tuned,0.9285567507682104,0.8191116268019335,3.0,1000.0,0.1
311,CatBoost Regressor Tuned,0.4213569449597341,0.6272212670299409,3.0,1050.0,0.001
312,CatBoost Regressor Tuned,0.643813982582147,0.8522757086080607,3.0,1050.0,0.005
313,CatBoost Regressor Tuned,0.6692606592501604,0.8615940679645875,3.0,1050.0,0.007
314,CatBoost Regressor Tuned,0.6976891713383735,0.8672485049283198,3.0,1050.0,0.01
315,CatBoost Regressor Tuned,0.7622101887025876,0.8662371896758101,3.0,1050.0,0.02
316,CatBoost Regressor Tuned,0.8097354693408021,0.8605853766587837,3.0,1050.0,0.03
317,CatBoost Regressor Tuned,0.8422957895466114,0.8558504812535621,3.0,1050.0,0.04
318,CatBoost Regressor Tuned,0.8668187623548844,0.8501477634645879,3.0,1050.0,0.05
319,CatBoost Regressor Tuned,0.8992349788122294,0.8463537084384497,3.0,1050.0,0.07
320,CatBoost Regressor Tuned,0.9322288568118924,0.8180682604083255,3.0,1050.0,0.1
321,CatBoost Regressor Tuned,0.43081212133730784,0.6391136453762247,3.0,1100.0,0.001
322,CatBoost Regressor Tuned,0.647316589455708,0.8539504559691917,3.0,1100.0,0.005
323,CatBoost Regressor Tuned,0.6723369790210791,0.8619340181040598,3.0,1100.0,0.007
324,CatBoost Regressor Tuned,0.7017213119372451,0.8676733436666378,3.0,1100.0,0.01
325,CatBoost Regressor Tuned,0.7681052949381423,0.8668724357113735,3.0,1100.0,0.02
326,CatBoost Regressor Tuned,0.8151532332509193,0.8602031051151426,3.0,1100.0,0.03
327,CatBoost Regressor Tuned,0.8480794267154791,0.8542500074102575,3.0,1100.0,0.04
328,CatBoost Regressor Tuned,0.8716901439828453,0.8485078717456507,3.0,1100.0,0.05
329,CatBoost Regressor Tuned,0.9030319148248513,0.8447493534105145,3.0,1100.0,0.07
330,CatBoost Regressor Tuned,0.9359271962413352,0.8143142617629313,3.0,1100.0,0.1
331,CatBoost Regressor Tuned,0.43965695816848427,0.650851326533201,3.0,1150.0,0.001
332,CatBoost Regressor Tuned,0.650698519541498,0.8551321275880086,3.0,1150.0,0.005
333,CatBoost Regressor Tuned,0.6753965625759948,0.8626992676757801,3.0,1150.0,0.007
334,CatBoost Regressor Tuned,0.7054722205479942,0.868894662858096,3.0,1150.0,0.01
335,CatBoost Regressor Tuned,0.773156977282008,0.8668385141302981,3.0,1150.0,0.02
336,CatBoost Regressor Tuned,0.8201191334746702,0.8590867044852513,3.0,1150.0,0.03
337,CatBoost Regressor Tuned,0.852987668566379,0.8523551310596795,3.0,1150.0,0.04
338,CatBoost Regressor Tuned,0.8761621641704409,0.8463969651116183,3.0,1150.0,0.05
339,CatBoost Regressor Tuned,0.9070621967702455,0.8441481630877234,3.0,1150.0,0.07
340,CatBoost Regressor Tuned,0.9394333612945224,0.8104713683865457,3.0,1150.0,0.1
341,CatBoost Regressor Tuned,0.4480694073132795,0.6617144079642997,3.0,1200.0,0.001
342,CatBoost Regressor Tuned,0.6539937470390578,0.8567516160312494,3.0,1200.0,0.005
343,CatBoost Regressor Tuned,0.6783372614143087,0.863482851246309,3.0,1200.0,0.007
344,CatBoost Regressor Tuned,0.7090982457294348,0.8685845181985823,3.0,1200.0,0.01
345,CatBoost Regressor Tuned,0.7784999008480674,0.8680119320371742,3.0,1200.0,0.02
346,CatBoost Regressor Tuned,0.824119157451224,0.8583555687001285,3.0,1200.0,0.03
347,CatBoost Regressor Tuned,0.8569085719549236,0.8498946266365194,3.0,1200.0,0.04
348,CatBoost Regressor Tuned,0.8808830082717024,0.8455499614504971,3.0,1200.0,0.05
349,CatBoost Regressor Tuned,0.9109866682164769,0.8426956324643903,3.0,1200.0,0.07
350,CatBoost Regressor Tuned,0.942679488443712,0.8082389471673829,3.0,1200.0,0.1
351,CatBoost Regressor Tuned,0.4561779606431592,0.6713279206518221,3.0,1250.0,0.001
352,CatBoost Regressor Tuned,0.6567745742798112,0.8576295783077813,3.0,1250.0,0.005
353,CatBoost Regressor Tuned,0.6811333020933211,0.8640733013668767,3.0,1250.0,0.007
354,CatBoost Regressor Tuned,0.7129071707645249,0.8692342006127716,3.0,1250.0,0.01
355,CatBoost Regressor Tuned,0.7835020125069376,0.8687108957790184,3.0,1250.0,0.02
356,CatBoost Regressor Tuned,0.8290077751507663,0.8579600138046,3.0,1250.0,0.03
357,CatBoost Regressor Tuned,0.8621285182980031,0.8484942214310369,3.0,1250.0,0.04
358,CatBoost Regressor Tuned,0.8842599118288627,0.845662884945593,3.0,1250.0,0.05
359,CatBoost Regressor Tuned,0.9140426836696234,0.8405085059748352,3.0,1250.0,0.07
360,CatBoost Regressor Tuned,0.9454243140067732,0.8040112827034157,3.0,1250.0,0.1
361,CatBoost Regressor Tuned,0.4638051787476085,0.680710582393878,3.0,1300.0,0.001
362,CatBoost Regressor Tuned,0.6594698976296275,0.8584683450614556,3.0,1300.0,0.005
363,CatBoost Regressor Tuned,0.6839333754746191,0.8650725529098975,3.0,1300.0,0.007
364,CatBoost Regressor Tuned,0.716328597770167,0.8697091973811806,3.0,1300.0,0.01
365,CatBoost Regressor Tuned,0.7876813782087048,0.8680795036598383,3.0,1300.0,0.02
366,CatBoost Regressor Tuned,0.8328779783967437,0.8579268216310152,3.0,1300.0,0.03
367,CatBoost Regressor Tuned,0.8662708298506148,0.8469840689754836,3.0,1300.0,0.04
368,CatBoost Regressor Tuned,0.8879027278741981,0.8429274413185487,3.0,1300.0,0.05
369,CatBoost Regressor Tuned,0.9169965395593828,0.8385362725898192,3.0,1300.0,0.07
370,CatBoost Regressor Tuned,0.9481719592422331,0.7994261337848223,3.0,1300.0,0.1
371,CatBoost Regressor Tuned,0.47099438943002236,0.689256984127115,3.0,1350.0,0.001
372,CatBoost Regressor Tuned,0.6619283038865462,0.8590876932990681,3.0,1350.0,0.005
373,CatBoost Regressor Tuned,0.6866721506851716,0.8659461805285024,3.0,1350.0,0.007
374,CatBoost Regressor Tuned,0.719220682867309,0.8698530404520005,3.0,1350.0,0.01
375,CatBoost Regressor Tuned,0.7923496536174549,0.8683052440829191,3.0,1350.0,0.02
376,CatBoost Regressor Tuned,0.8367084970333865,0.8563614548458917,3.0,1350.0,0.03
377,CatBoost Regressor Tuned,0.870223391908806,0.845673212424848,3.0,1350.0,0.04
378,CatBoost Regressor Tuned,0.8912950440141044,0.8421593348127736,3.0,1350.0,0.05
379,CatBoost Regressor Tuned,0.9198855496549996,0.8360039934006831,3.0,1350.0,0.07
380,CatBoost Regressor Tuned,0.9501695682307926,0.7972274222702331,3.0,1350.0,0.1
381,CatBoost Regressor Tuned,0.47787263909504496,0.697029488660922,3.0,1400.0,0.001
382,CatBoost Regressor Tuned,0.6644289262783506,0.8597224970555801,3.0,1400.0,0.005
383,CatBoost Regressor Tuned,0.6900656945075933,0.8669132566102761,3.0,1400.0,0.007
384,CatBoost Regressor Tuned,0.721454097603548,0.8695787249208307,3.0,1400.0,0.01
385,CatBoost Regressor Tuned,0.7967816050084333,0.8686306257505917,3.0,1400.0,0.02
386,CatBoost Regressor Tuned,0.8403286356849397,0.8557704042574859,3.0,1400.0,0.03
387,CatBoost Regressor Tuned,0.8741352975653471,0.8439805674509163,3.0,1400.0,0.04
388,CatBoost Regressor Tuned,0.8943407019352108,0.8416576938731389,3.0,1400.0,0.05
389,CatBoost Regressor Tuned,0.9231361676440085,0.8324386915025517,3.0,1400.0,0.07
390,CatBoost Regressor Tuned,0.9521246486402076,0.7953709112180972,3.0,1400.0,0.1
391,CatBoost Regressor Tuned,0.4845929873871946,0.7046558862644048,3.0,1450.0,0.001
392,CatBoost Regressor Tuned,0.6669158680642142,0.8601622173233345,3.0,1450.0,0.005
393,CatBoost Regressor Tuned,0.6929328377937579,0.8677841597632113,3.0,1450.0,0.007
394,CatBoost Regressor Tuned,0.7242902008437997,0.8695351204435899,3.0,1450.0,0.01
395,CatBoost Regressor Tuned,0.8010300162298519,0.8680489487989411,3.0,1450.0,0.02
396,CatBoost Regressor Tuned,0.8437840913814868,0.854979858295613,3.0,1450.0,0.03
397,CatBoost Regressor Tuned,0.8772112329032125,0.8424179327301814,3.0,1450.0,0.04
398,CatBoost Regressor Tuned,0.8973796143380747,0.8391585910729746,3.0,1450.0,0.05
399,CatBoost Regressor Tuned,0.925732509984959,0.831027710964712,3.0,1450.0,0.07
400,CatBoost Regressor Tuned,0.9540369193777148,0.7937269186235046,3.0,1450.0,0.1
401,CatBoost Regressor Tuned,0.490879600706566,0.7122144311500593,3.0,1500.0,0.001
402,CatBoost Regressor Tuned,0.6694541878144902,0.8610165142423165,3.0,1500.0,0.005
403,CatBoost Regressor Tuned,0.695565609413241,0.8684504008117429,3.0,1500.0,0.007
404,CatBoost Regressor Tuned,0.7271719029358727,0.870083004584682,3.0,1500.0,0.01
405,CatBoost Regressor Tuned,0.8046250006741381,0.8679746695085961,3.0,1500.0,0.02
406,CatBoost Regressor Tuned,0.8474797334638821,0.8549457697214831,3.0,1500.0,0.03
407,CatBoost Regressor Tuned,0.8804145593912109,0.8412841019467938,3.0,1500.0,0.04
408,CatBoost Regressor Tuned,0.9001499255539078,0.8387785405937251,3.0,1500.0,0.05
409,CatBoost Regressor Tuned,0.9284941749753324,0.8286045624192454,3.0,1500.0,0.07
410,CatBoost Regressor Tuned,0.955597395076802,0.7909675277674173,3.0,1500.0,0.1
411,CatBoost Regressor Tuned,0.49678835229619267,0.7193103714852398,3.0,1550.0,0.001
412,CatBoost Regressor Tuned,0.6719234436168398,0.8619801623377992,3.0,1550.0,0.005
413,CatBoost Regressor Tuned,0.698196553652558,0.8690694084085081,3.0,1550.0,0.007
414,CatBoost Regressor Tuned,0.7298135462247408,0.8698578465240571,3.0,1550.0,0.01
415,CatBoost Regressor Tuned,0.8082635532398142,0.8678555620037719,3.0,1550.0,0.02
416,CatBoost Regressor Tuned,0.8511943805514004,0.8538236100273011,3.0,1550.0,0.03
417,CatBoost Regressor Tuned,0.8837745452807487,0.8385181991620022,3.0,1550.0,0.04
418,CatBoost Regressor Tuned,0.9031590679864885,0.837630644635882,3.0,1550.0,0.05
419,CatBoost Regressor Tuned,0.9310005333286995,0.8261793607081382,3.0,1550.0,0.07
420,CatBoost Regressor Tuned,0.9572081474187963,0.7895496087118756,3.0,1550.0,0.1
421,CatBoost Regressor Tuned,0.5023372211989657,0.7252983368799637,3.0,1600.0,0.001
422,CatBoost Regressor Tuned,0.6742605388223066,0.8627604081301887,3.0,1600.0,0.005
423,CatBoost Regressor Tuned,0.7010928850911438,0.869808352743688,3.0,1600.0,0.007
424,CatBoost Regressor Tuned,0.7329620874075646,0.870003847860698,3.0,1600.0,0.01
425,CatBoost Regressor Tuned,0.8114592129579411,0.8673649785901028,3.0,1600.0,0.02
426,CatBoost Regressor Tuned,0.8548813886425949,0.8522478763788424,3.0,1600.0,0.03
427,CatBoost Regressor Tuned,0.8867220102275298,0.8367209185717458,3.0,1600.0,0.04
428,CatBoost Regressor Tuned,0.9056513958853951,0.8366548732899779,3.0,1600.0,0.05
429,CatBoost Regressor Tuned,0.9333785529520614,0.8235808058163369,3.0,1600.0,0.07
430,CatBoost Regressor Tuned,0.9589588320173177,0.7859848239866499,3.0,1600.0,0.1
431,CatBoost Regressor Tuned,0.5176920249006915,0.7420537817543791,3.0,1750.0,0.001
432,CatBoost Regressor Tuned,0.6807440855810178,0.8645975518930242,3.0,1750.0,0.005
433,CatBoost Regressor Tuned,0.7089131786017553,0.8707704283343668,3.0,1750.0,0.007
434,CatBoost Regressor Tuned,0.7413218709261065,0.8676999789268607,3.0,1750.0,0.01
435,CatBoost Regressor Tuned,0.8212776427251773,0.866482996240165,3.0,1750.0,0.02
436,CatBoost Regressor Tuned,0.8650608943402025,0.8499237169925635,3.0,1750.0,0.03
437,CatBoost Regressor Tuned,0.8955634736277852,0.8349665702511676,3.0,1750.0,0.04
438,CatBoost Regressor Tuned,0.9139868163700658,0.8319519219579744,3.0,1750.0,0.05
439,CatBoost Regressor Tuned,0.9399353134517863,0.8151624105220184,3.0,1750.0,0.07
440,CatBoost Regressor Tuned,0.9640520358488827,0.7797138966380455,3.0,1750.0,0.1
441,CatBoost Regressor Tuned,0.5394065535578298,0.7644032799003406,3.0,2000.0,0.001
442,CatBoost Regressor Tuned,0.6914545646323882,0.8684439446836195,3.0,2000.0,0.005
443,CatBoost Regressor Tuned,0.720125873085564,0.8711822832492355,3.0,2000.0,0.007
444,CatBoost Regressor Tuned,0.7571225819937355,0.867187368136767,3.0,2000.0,0.01
445,CatBoost Regressor Tuned,0.8351083691729634,0.865129278712274,3.0,2000.0,0.02
446,CatBoost Regressor Tuned,0.8793527068945564,0.8446560847797859,3.0,2000.0,0.03
447,CatBoost Regressor Tuned,0.9069626391390766,0.8284077413023259,3.0,2000.0,0.04
448,CatBoost Regressor Tuned,0.9248761446054441,0.8207887177924307,3.0,2000.0,0.05
449,CatBoost Regressor Tuned,0.947253183400815,0.8100729512499132,3.0,2000.0,0.07
450,CatBoost Regressor Tuned,0.9700108980582224,0.7679423543251167,3.0,2000.0,0.1
451,CatBoost Regressor Tuned,0.4377311257963047,0.634139370090059,4.0,1000.0,0.001
452,CatBoost Regressor Tuned,0.670832565023476,0.8560625450123261,4.0,1000.0,0.005
453,CatBoost Regressor Tuned,0.6958122436924803,0.8646785794647909,4.0,1000.0,0.007
454,CatBoost Regressor Tuned,0.7295991006862459,0.8728385788959281,4.0,1000.0,0.01
455,CatBoost Regressor Tuned,0.8097933471071957,0.8653636377571947,4.0,1000.0,0.02
456,CatBoost Regressor Tuned,0.8586852611811928,0.8615091098757972,4.0,1000.0,0.03
457,CatBoost Regressor Tuned,0.8909338409163582,0.8498688006919073,4.0,1000.0,0.04
458,CatBoost Regressor Tuned,0.9094718857475501,0.8390805653141473,4.0,1000.0,0.05
459,CatBoost Regressor Tuned,0.9415311233988165,0.8184681481690838,4.0,1000.0,0.07
460,CatBoost Regressor Tuned,0.962702223667264,0.8164496429706336,4.0,1000.0,0.1
461,CatBoost Regressor Tuned,0.44803829497864356,0.646840716944495,4.0,1050.0,0.001
462,CatBoost Regressor Tuned,0.6744796463114744,0.8576581480573003,4.0,1050.0,0.005
463,CatBoost Regressor Tuned,0.6997532744622996,0.8661155633544142,4.0,1050.0,0.007
464,CatBoost Regressor Tuned,0.7342467845004762,0.8736232756521233,4.0,1050.0,0.01
465,CatBoost Regressor Tuned,0.8173757423379456,0.8644360203683229,4.0,1050.0,0.02
466,CatBoost Regressor Tuned,0.8638987722796594,0.8597756413859441,4.0,1050.0,0.03
467,CatBoost Regressor Tuned,0.8952996589389985,0.8483605757421699,4.0,1050.0,0.04
468,CatBoost Regressor Tuned,0.9135387308248404,0.8370585116539361,4.0,1050.0,0.05
469,CatBoost Regressor Tuned,0.9453675921302698,0.8144539295258482,4.0,1050.0,0.07
470,CatBoost Regressor Tuned,0.9649971144604477,0.8145383702455938,4.0,1050.0,0.1
471,CatBoost Regressor Tuned,0.4579767894669956,0.6589012061664197,4.0,1100.0,0.001
472,CatBoost Regressor Tuned,0.6783679186633345,0.8592318604141038,4.0,1100.0,0.005
473,CatBoost Regressor Tuned,0.7037800057795811,0.8674185432734375,4.0,1100.0,0.007
474,CatBoost Regressor Tuned,0.7389259192239037,0.8748420290527082,4.0,1100.0,0.01
475,CatBoost Regressor Tuned,0.8242666138456777,0.8648651283089196,4.0,1100.0,0.02
476,CatBoost Regressor Tuned,0.8692190155170857,0.8583193592602953,4.0,1100.0,0.03
477,CatBoost Regressor Tuned,0.9001065734596269,0.845257788455059,4.0,1100.0,0.04
478,CatBoost Regressor Tuned,0.917975896542695,0.8346232500721008,4.0,1100.0,0.05
479,CatBoost Regressor Tuned,0.9485338891594696,0.8113520823415552,4.0,1100.0,0.07
480,CatBoost Regressor Tuned,0.9674356285109555,0.8133973936364114,4.0,1100.0,0.1
481,CatBoost Regressor Tuned,0.4672883306071529,0.6699217834294644,4.0,1150.0,0.001
482,CatBoost Regressor Tuned,0.6824333595215437,0.8608646906421613,4.0,1150.0,0.005
483,CatBoost Regressor Tuned,0.7073389483987185,0.8682868968265216,4.0,1150.0,0.007
484,CatBoost Regressor Tuned,0.7420594083665515,0.8747406627278846,4.0,1150.0,0.01
485,CatBoost Regressor Tuned,0.830547702935096,0.8634996143434586,4.0,1150.0,0.02
486,CatBoost Regressor Tuned,0.8743357404864563,0.8586005528938063,4.0,1150.0,0.03
487,CatBoost Regressor Tuned,0.9046236790563207,0.8427297624839977,4.0,1150.0,0.04
488,CatBoost Regressor Tuned,0.921592620356434,0.8339225742451428,4.0,1150.0,0.05
489,CatBoost Regressor Tuned,0.9511608021849414,0.8108610956374673,4.0,1150.0,0.07
490,CatBoost Regressor Tuned,0.9697307308480819,0.8100472442833924,4.0,1150.0,0.1
491,CatBoost Regressor Tuned,0.4759389680685877,0.6801332679144552,4.0,1200.0,0.001
492,CatBoost Regressor Tuned,0.6856943163808309,0.8616511300928446,4.0,1200.0,0.005
493,CatBoost Regressor Tuned,0.710840721683282,0.8692844398240476,4.0,1200.0,0.007
494,CatBoost Regressor Tuned,0.7458197105315367,0.8739008887442306,4.0,1200.0,0.01
495,CatBoost Regressor Tuned,0.8367165674255134,0.8624400136322771,4.0,1200.0,0.02
496,CatBoost Regressor Tuned,0.8794053886923717,0.8574630084520432,4.0,1200.0,0.03
497,CatBoost Regressor Tuned,0.9089740774932984,0.8420193538078058,4.0,1200.0,0.04
498,CatBoost Regressor Tuned,0.9255854405399562,0.8325068812089605,4.0,1200.0,0.05
499,CatBoost Regressor Tuned,0.9538159355962026,0.8091444121321598,4.0,1200.0,0.07
500,CatBoost Regressor Tuned,0.9719278397865097,0.8086366714674794,4.0,1200.0,0.1
501,CatBoost Regressor Tuned,0.4840230719693056,0.689828913978076,4.0,1250.0,0.001
502,CatBoost Regressor Tuned,0.688926233485212,0.8629538508674948,4.0,1250.0,0.005
503,CatBoost Regressor Tuned,0.7146528615927262,0.8707590386894462,4.0,1250.0,0.007
504,CatBoost Regressor Tuned,0.7497457109104042,0.8738297736234819,4.0,1250.0,0.01
505,CatBoost Regressor Tuned,0.8422126980893252,0.8620570441620077,4.0,1250.0,0.02
506,CatBoost Regressor Tuned,0.8839731499371093,0.8554454081264409,4.0,1250.0,0.03
507,CatBoost Regressor Tuned,0.9129835938890392,0.8418303926784121,4.0,1250.0,0.04
508,CatBoost Regressor Tuned,0.9290742425370024,0.8299393045759953,4.0,1250.0,0.05
509,CatBoost Regressor Tuned,0.9565323516769807,0.8071323179109303,4.0,1250.0,0.07
510,CatBoost Regressor Tuned,0.9739162671993761,0.8057874459174738,4.0,1250.0,0.1
511,CatBoost Regressor Tuned,0.49178664592204246,0.6987882900090885,4.0,1300.0,0.001
512,CatBoost Regressor Tuned,0.6923079250947444,0.8636960374256091,4.0,1300.0,0.005
513,CatBoost Regressor Tuned,0.7181633180404117,0.871357074664239,4.0,1300.0,0.007
514,CatBoost Regressor Tuned,0.7539698524238022,0.8736133746645443,4.0,1300.0,0.01
515,CatBoost Regressor Tuned,0.8469514046591208,0.8617837785544389,4.0,1300.0,0.02
516,CatBoost Regressor Tuned,0.8877677841456173,0.8540514147182716,4.0,1300.0,0.03
517,CatBoost Regressor Tuned,0.9163201668195884,0.8399937375680222,4.0,1300.0,0.04
518,CatBoost Regressor Tuned,0.9327294706851934,0.8270776271204866,4.0,1300.0,0.05
519,CatBoost Regressor Tuned,0.9593222052747027,0.8032716223408084,4.0,1300.0,0.07
520,CatBoost Regressor Tuned,0.9757250756029073,0.8023975091686197,4.0,1300.0,0.1
521,CatBoost Regressor Tuned,0.4992675682235346,0.70734287208782,4.0,1350.0,0.001
522,CatBoost Regressor Tuned,0.6954658909848623,0.8645677600248238,4.0,1350.0,0.005
523,CatBoost Regressor Tuned,0.7219099177564545,0.8724591010629796,4.0,1350.0,0.007
524,CatBoost Regressor Tuned,0.7579544979882571,0.8735307624571104,4.0,1350.0,0.01
525,CatBoost Regressor Tuned,0.851428841659488,0.8603638556761872,4.0,1350.0,0.02
526,CatBoost Regressor Tuned,0.8917454069856402,0.8526063980881954,4.0,1350.0,0.03
527,CatBoost Regressor Tuned,0.9195116768354125,0.838002392045942,4.0,1350.0,0.04
528,CatBoost Regressor Tuned,0.9359040412740296,0.8238223408972236,4.0,1350.0,0.05
529,CatBoost Regressor Tuned,0.9614684727615264,0.8017536710174817,4.0,1350.0,0.07
530,CatBoost Regressor Tuned,0.9773775797258349,0.800953475082615,4.0,1350.0,0.1
531,CatBoost Regressor Tuned,0.5064357682738845,0.7156113303728743,4.0,1400.0,0.001
532,CatBoost Regressor Tuned,0.6984144977379049,0.8652781542597102,4.0,1400.0,0.005
533,CatBoost Regressor Tuned,0.725353487886492,0.873163067476732,4.0,1400.0,0.007
534,CatBoost Regressor Tuned,0.7622729626803655,0.8735211787440911,4.0,1400.0,0.01
535,CatBoost Regressor Tuned,0.8552885122386689,0.8601009852552989,4.0,1400.0,0.02
536,CatBoost Regressor Tuned,0.894874286123571,0.8511009541521891,4.0,1400.0,0.03
537,CatBoost Regressor Tuned,0.9228491938816353,0.8357668675473269,4.0,1400.0,0.04
538,CatBoost Regressor Tuned,0.9386918949731861,0.8222208430774653,4.0,1400.0,0.05
539,CatBoost Regressor Tuned,0.9633009319682349,0.7992457660140843,4.0,1400.0,0.07
540,CatBoost Regressor Tuned,0.978958232856585,0.7981077050792762,4.0,1400.0,0.1
541,CatBoost Regressor Tuned,0.5130942484935259,0.7235346094059016,4.0,1450.0,0.001
542,CatBoost Regressor Tuned,0.7014087172891013,0.8660186289834267,4.0,1450.0,0.005
543,CatBoost Regressor Tuned,0.7292318142937475,0.873438912533646,4.0,1450.0,0.007
544,CatBoost Regressor Tuned,0.7667433562324768,0.8723871785621389,4.0,1450.0,0.01
545,CatBoost Regressor Tuned,0.8586072918780556,0.8594438696726692,4.0,1450.0,0.02
546,CatBoost Regressor Tuned,0.8984526802740618,0.849369534056623,4.0,1450.0,0.03
547,CatBoost Regressor Tuned,0.9254013771646327,0.8340952310465377,4.0,1450.0,0.04
548,CatBoost Regressor Tuned,0.9411899091693899,0.8207793050633672,4.0,1450.0,0.05
549,CatBoost Regressor Tuned,0.9651744874189178,0.7966944233466835,4.0,1450.0,0.07
550,CatBoost Regressor Tuned,0.980213190473148,0.7968569779114275,4.0,1450.0,0.1
551,CatBoost Regressor Tuned,0.5193949820939764,0.7308693467279375,4.0,1500.0,0.001
552,CatBoost Regressor Tuned,0.7040814126096444,0.8668137143952921,4.0,1500.0,0.005
553,CatBoost Regressor Tuned,0.7326986705461486,0.8736121022998102,4.0,1500.0,0.007
554,CatBoost Regressor Tuned,0.7707101233097912,0.8715510831533524,4.0,1500.0,0.01
555,CatBoost Regressor Tuned,0.8619841231127905,0.8584066613882598,4.0,1500.0,0.02
556,CatBoost Regressor Tuned,0.9015220862498396,0.8478572485658714,4.0,1500.0,0.03
557,CatBoost Regressor Tuned,0.928251007450704,0.8324753668559964,4.0,1500.0,0.04
558,CatBoost Regressor Tuned,0.9432503249986884,0.818780430108569,4.0,1500.0,0.05
559,CatBoost Regressor Tuned,0.9669159011035774,0.7947764430132872,4.0,1500.0,0.07
560,CatBoost Regressor Tuned,0.9814582693180465,0.7954616834157869,4.0,1500.0,0.1
561,CatBoost Regressor Tuned,0.5252744811356866,0.7371100512768751,4.0,1550.0,0.001
562,CatBoost Regressor Tuned,0.706630835483472,0.8674803785912414,4.0,1550.0,0.005
563,CatBoost Regressor Tuned,0.7357182711066148,0.8741555322450797,4.0,1550.0,0.007
564,CatBoost Regressor Tuned,0.7748444843436946,0.8710282930337334,4.0,1550.0,0.01
565,CatBoost Regressor Tuned,0.8659369184425666,0.8576061728447075,4.0,1550.0,0.02
566,CatBoost Regressor Tuned,0.9046891834905253,0.8464478790465502,4.0,1550.0,0.03
567,CatBoost Regressor Tuned,0.9309230096311052,0.8309709886200833,4.0,1550.0,0.04
568,CatBoost Regressor Tuned,0.9457328928333432,0.8176922080843116,4.0,1550.0,0.05
569,CatBoost Regressor Tuned,0.9687627764685972,0.7929989414852248,4.0,1550.0,0.07
570,CatBoost Regressor Tuned,0.982652213033803,0.7937043370362129,4.0,1550.0,0.1
571,CatBoost Regressor Tuned,0.5311269785406236,0.7436670575312174,4.0,1600.0,0.001
572,CatBoost Regressor Tuned,0.7095388864173162,0.8682679090156611,4.0,1600.0,0.005
573,CatBoost Regressor Tuned,0.7387767437565189,0.8746582975116528,4.0,1600.0,0.007
574,CatBoost Regressor Tuned,0.7791298279646532,0.8702660077540523,4.0,1600.0,0.01
575,CatBoost Regressor Tuned,0.869609474353235,0.8583383622227605,4.0,1600.0,0.02
576,CatBoost Regressor Tuned,0.9076482154262863,0.8455535533069635,4.0,1600.0,0.03
577,CatBoost Regressor Tuned,0.9332415477583903,0.8308332147145455,4.0,1600.0,0.04
578,CatBoost Regressor Tuned,0.9478110380048524,0.8166938736705669,4.0,1600.0,0.05
579,CatBoost Regressor Tuned,0.9705082215548012,0.7912292196111697,4.0,1600.0,0.07
580,CatBoost Regressor Tuned,0.9838351736733421,0.7911718799599655,4.0,1600.0,0.1
581,CatBoost Regressor Tuned,0.5466725200384375,0.7605627901131694,4.0,1750.0,0.001
582,CatBoost Regressor Tuned,0.7169838637775265,0.8702358500659545,4.0,1750.0,0.005
583,CatBoost Regressor Tuned,0.7473822552138067,0.8742437855117682,4.0,1750.0,0.007
584,CatBoost Regressor Tuned,0.7898996831534887,0.8679125217702415,4.0,1750.0,0.01
585,CatBoost Regressor Tuned,0.8783498774051526,0.856848702078926,4.0,1750.0,0.02
586,CatBoost Regressor Tuned,0.9151156107682906,0.8412240126234259,4.0,1750.0,0.03
587,CatBoost Regressor Tuned,0.939736854234575,0.827185393742967,4.0,1750.0,0.04
588,CatBoost Regressor Tuned,0.9539589145711475,0.8103700974130144,4.0,1750.0,0.05
589,CatBoost Regressor Tuned,0.97483626862687,0.7880088892648687,4.0,1750.0,0.07
590,CatBoost Regressor Tuned,0.9865162218976424,0.7847241700863109,4.0,1750.0,0.1
591,CatBoost Regressor Tuned,0.5686458608172177,0.7831228989862268,4.0,2000.0,0.001
