iter	RMSE
421	0.5772664052
422	0.5761573899
423	0.5756092755
424	0.5747082267
425	0.573905035
426	0.5738172115
427	0.5731974953
428	0.572325658
429	0.5714753773
430	0.5704920937
431	0.570254296
432	0.5701697554
433	0.5695554838
434	0.5685423421
435	0.5670928404
436	0.5661036966
437	0.5652713404
438	0.5643045541
439	0.5630812058
440	0.5622844703
441	0.5621569628
442	0.5612403028
443	0.561119609
444	0.5601572256
445	0.5592995888
446	0.5582301845
447	0.5580116005
448	0.5573418685
449	0.5572427061
450	0.5568321593
451	0.5561785451
452	0.5561201779
453	0.5551083168
454	0.5550248646
455	0.5542400886
456	0.5537387715
457	0.5531037585
458	0.5530485484
459	0.5524125287
460	0.5518012386
461	0.5512568695
462	0.550972959
463	0.5502120088
464	0.5497859092
465	0.5496356056
466	0.5494779881
467	0.5487339612
468	0.5482595309
469	0.5481059393
470	0.5473625602
471	0.5467552408
472	0.5457911442
473	0.5457141018
474	0.5455278467
475	0.544796207
476	0.5438716839
477	0.5433381288
478	0.5431589629
479	0.5429265795
480	0.5426268492
481	0.5420839171
482	0.5419929505
483	0.5414437148
484	0.5412704341
485	0.5407376134
486	0.5405388057
487	0.5404395887
488	0.5399723695
489	0.5388835778
490	0.5386532537
491	0.5379864618
492	0.5378112385
493	0.5370850887
494	0.5368008396
495	0.5358785941
496	0.5358171212
497	0.5349260627
498	0.5347879267
499	0.5338945617
500	0.5330547475
501	0.5326307706
502	0.53254603
503	0.5316757103
504	0.5315872639
505	0.5308715575
506	0.5303798257
507	0.5296802936
508	0.5290210069
509	0.5288811113
510	0.5281837714
511	0.5269875021
512	0.5263319385
513	0.5259187303
514	0.5252071423
515	0.5248176146
516	0.5246204077
517	0.5240605547
518	0.5236363382
519	0.5231699665
520	0.5226260307
521	0.5220659375
522	0.5216349583
523	0.5215430476
524	0.5207809382
525	0.5203862761
526	0.5200621159
527	0.5199164582
528	0.5186455015
529	0.5174951159
530	0.5166755644
531	0.5163213997
532	0.5160739992
533	0.5156203304
534	0.5145400791
535	0.5138287621
536	0.5129437155
537	0.5123208348
538	0.5120288034
539	0.5119581402
540	0.5108410391
541	0.5101723586
542	0.5096581805
543	0.5090891276
544	0.5088581769
545	0.5084442583
546	0.5079175342
547	0.5076343631
548	0.5073599424
549	0.5070119013
550	0.5066546577
551	0.5059815663
552	0.5053197058
553	0.5042980726
554	0.5039707499
555	0.5034667585
556	0.5032644977
557	0.502333653
558	0.5018671662
559	0.500865179
560	0.5004525169
561	0.4999863968
562	0.4998090657
563	0.4991752763
564	0.4986787115
565	0.4981925324
566	0.4977715368
567	0.4970394528
568	0.4968817765
569	0.4965001836
570	0.4956667642
571	0.495280326
572	0.4948911226
573	0.4947167736
574	0.4946021199
575	0.4943279791
576	0.4942055379
577	0.494026926
578	0.4937787961
579	0.4933079911
580	0.492676248
581	0.4920578369
582	0.4913082027
583	0.4902291978
584	0.4896723885
585	0.489113889
586	0.4890543704
587	0.4888811655
588	0.488743507
589	0.4882716978
590	0.4876552366
591	0.487056904
592	0.486278025
593	0.4859650189
594	0.4848475315
595	0.4842105402
596	0.4837289291
597	0.4837009265
598	0.4832503723
599	0.482678334
600	0.4821029881
601	0.4815268609
602	0.4810228008
603	0.4809055761
604	0.4803678602
605	0.4799066822
606	0.47939041
607	0.4793432572
608	0.4790396983
609	0.4785691186
610	0.4779056989
611	0.4774101811
612	0.4766212982
613	0.4762475931
614	0.4757422602
615	0.4753412395
616	0.4747315117
617	0.4743090166
618	0.4737463257
619	0.4730920361
620	0.4725858857
621	0.4722761334
622	0.4717077318
623	0.471019465
624	0.4705248839
625	0.4704694806
626	0.4702298506
627	0.4698655667
628	0.4696469796
629	0.469106175
630	0.4686110708
631	0.4684977491
632	0.4683960259
633	0.4679635469
634	0.4678203405
635	0.4673985407
636	0.4673138266
637	0.4668884999
638	0.4668106198
639	0.4665403977
640	0.4663466779
641	0.4658495085
642	0.4654066379
643	0.4647064097
644	0.4643364289
645	0.4637865606
646	0.4630682985
647	0.4630479127
648	0.462708156
649	0.4626528117
650	0.4624631132
651	0.4620269084
652	0.4615484422
653	0.4614888649
654	0.4613847635
655	0.4608129272
656	0.46050649
657	0.4604887355
658	0.460411474
659	0.4598131019
660	0.4590265225
661	0.4586383998
662	0.4581704932
663	0.4577215023
664	0.4571176647
665	0.4561644645
666	0.4560482745
667	0.4559131558
668	0.455332841
669	0.454686861
670	0.4543309039
671	0.4538471232
672	0.4536883637
673	0.4531985644
674	0.4527765272
675	0.4525919016
676	0.4518712986
677	0.4512191202
678	0.4504868374
679	0.4503503759
680	0.4502082369
681	0.4498005061
682	0.4490286191
683	0.4489136312
684	0.4485567699
685	0.4478500886
686	0.4474547789
687	0.4473052756
688	0.4468809885
689	0.4467144203
690	0.4462919483
691	0.4456122786
692	0.4452265549
693	0.4451259104
694	0.4446957202
695	0.4446666455
696	0.4441006023
697	0.4436583398
698	0.4433181904
699	0.4430288653
700	0.442281184
701	0.4419235586
702	0.441784685
703	0.4410761529
704	0.4409313206
705	0.4399793219
706	0.4394968764
707	0.4392980197
708	0.4390035033
709	0.4388364036
710	0.4383536728
711	0.4378048622
712	0.4368680045
713	0.4363079529
714	0.4359464739
715	0.4357969068
716	0.4351070651
717	0.4350059821
718	0.4346922476
719	0.4346753107
720	0.4345272304
721	0.43398233
722	0.4336262758
723	0.4333497877
724	0.4331550572
725	0.4327776302
726	0.4323269081
727	0.4319590151
728	0.4315529486
729	0.4311719034
730	0.4308649018
731	0.4307576503
732	0.4305991747
733	0.4302064097
734	0.4298608321
735	0.4296852873
736	0.4290120848
737	0.4289881595
738	0.4287300826
739	0.4285104422
740	0.4280370092
741	0.4275579084
742	0.4271090987
743	0.4269101181
744	0.426720305
745	0.4265343739
746	0.4259845837
747	0.4256857737
748	0.4253942413
749	0.4250243225
750	0.424483454
751	0.4239500248
752	0.4231280211
753	0.4224342274
754	0.4222655075
755	0.421620273
756	0.4211689753
757	0.420809444
758	0.4205571824
759	0.4204044823
760	0.4203776504
761	0.4199215351
762	0.4196450594
763	0.4189931081
764	0.4183685655
765	0.4179040288
766	0.4175026596
767	0.4170887615
768	0.4168224101
769	0.4166266926
770	0.4157404875
771	0.4148891617
772	0.4147376664
773	0.4143278465
774	0.4139574295
775	0.4134315905
776	0.412826256
777	0.4123849396
778	0.4114492551
779	0.4112848916
780	0.4108334139
781	0.4099383192
782	0.4098962376
783	0.4093946612
784	0.4089135298
785	0.4085935438
786	0.4083488895
787	0.4077288717
788	0.4074423898
789	0.4070492518
790	0.4065890982
791	0.4062042382
792	0.4060193339
793	0.4056611472
794	0.4049932636
795	0.404610272
796	0.4043157013
797	0.4042994517
798	0.4038692519
799	0.4035658403
800	0.4028607625
801	0.4022076771
802	0.4020716563
803	0.4018074073
804	0.4015519379
805	0.400673293
806	0.4001994751
807	0.3999934508
808	0.3994050753
809	0.3992199067
810	0.398754376
811	0.3982373414
812	0.3980239884
813	0.3977914059
814	0.3974679525
815	0.3969604523
816	0.3964843467
817	0.3963882134
818	0.3960879214
819	0.3958171616
820	0.3955321541
821	0.3950084135
822	0.3948160147
823	0.3944603899
824	0.3939351918
825	0.3936574386
826	0.3932122902
827	0.393039313
828	0.3924397901
829	0.3918038462
830	0.3915949667
831	0.3910574799
832	0.3907241667
833	0.390281845
834	0.3902347405
835	0.3899503011
836	0.3896523437
837	0.3889499712
838	0.3886717601
839	0.3880455831
840	0.3878011713
841	0.3874574864
842	0.3869938811
843	0.3864105856
844	0.3859485484
845	0.3856856571
846	0.3854291991
847	0.3851651274
848	0.3846024514
849	0.3843596118
850	0.3840891798
851	0.3836472419
852	0.3834601728
853	0.3827598557
854	0.3826234285
855	0.3822380583
856	0.3820129366
857	0.381884589
858	0.3815927605
859	0.3811306611
860	0.3810922893
861	0.3808044772
862	0.3805779201
863	0.3800312186
864	0.3798209248
865	0.3795030438
866	0.3790733311
867	0.3786383511
868	0.3782988076
869	0.3780629909
870	0.3779309394
871	0.3775924063
872	0.3773394288
873	0.3766843057
874	0.376629798
875	0.3762268566
876	0.3759631171
877	0.3754435371
878	0.3753892322
879	0.3750238486
880	0.3746711573
881	0.3743357191
882	0.3741036113
883	0.3737479757
884	0.3732522029
885	0.372894415
886	0.3723484623
887	0.3720157755
888	0.3714764855
889	0.3712941059
890	0.370662468
891	0.3704362427
892	0.3702721392
893	0.3699701601
894	0.3694575904
895	0.3692112857
896	0.3685864414
897	0.3682856866
898	0.3679029484
899	0.3676872305
900	0.3672441239
901	0.3669746788
902	0.3665507274
903	0.3662585887
904	0.3659068204
905	0.3654615103
906	0.3652787403
907	0.3649299902
908	0.364572779
909	0.3643084532
910	0.3641052091
911	0.3638746883
912	0.3634066176
913	0.3630689049
914	0.362572961
915	0.3624583324
916	0.3624386497
917	0.3620935673
918	0.3618440273
919	0.3616954159
920	0.3614188852
921	0.3612182132
922	0.3607223184
923	0.3602176137
924	0.3598559815
925	0.3596833294
926	0.3592452606
927	0.3589511809
928	0.3586955455
929	0.3582662955
930	0.3578397465
931	0.3576505429
932	0.3573562533
933	0.3568952779
934	0.3560850617
935	0.3558935211
936	0.3555325063
937	0.3552156592
938	0.3550276992
939	0.3547294273
940	0.3543420129
941	0.3541208618
942	0.3538909572
943	0.3537246419
944	0.3533742575
945	0.3530952613
946	0.3527807035
947	0.3524571229
948	0.3523659057
949	0.3521872025
950	0.3519074051
951	0.3515767697
952	0.3512677231
953	0.3507565093
954	0.3506523736
955	0.3500841858
956	0.3498352508
957	0.3492644563
958	0.3489722409
959	0.3487829534
960	0.3485361992
961	0.3482205452
962	0.3479234415
963	0.3476701407
964	0.3472813469
965	0.3470771976
966	0.3468288178
967	0.3465636911
968	0.3462594777
969	0.3461441346
970	0.3457915025
971	0.3456577618
972	0.3452251032
973	0.3451059516
974	0.3446856201
975	0.3446604871
976	0.3446288968
977	0.3444551024
978	0.3440179876
979	0.3438449393
980	0.3436121878
981	0.3432746787
982	0.3431843783
983	0.3426193253
984	0.3421280378
985	0.342028087
986	0.3418109026
987	0.3414899062
988	0.3412026015
989	0.3407504258
990	0.3405481054
991	0.3402889963
992	0.3401909443
993	0.3397844368
994	0.3392907424
995	0.3391554684
996	0.3386205305
997	0.3385507884
998	0.3383089725
999	0.3379779526
