,Model Name,R2_Score(Training),R2_Score_Testing,Depth,Iterations,Learning Rate,Score Difference
246,CatBoost Regressor Tuned,0.9606462783951516,0.8382756049509981,6.0,1500.0,0.03,0.12237067344415353
247,CatBoost Regressor Tuned,0.9195116768354124,0.838002392045942,4.0,1350.0,0.04,0.0815092847894704
248,CatBoost Regressor Tuned,0.9031590679864884,0.837630644635882,3.0,1550.0,0.05,0.06552842335060638
249,CatBoost Regressor Tuned,0.9556476204180429,0.8373314219729223,7.0,1100.0,0.03,0.11831619844512054
250,CatBoost Regressor Tuned,0.972060240862934,0.8373044685901987,9.0,1350.0,0.02,0.13475577227273527
251,CatBoost Regressor Tuned,0.9831156266986144,0.8372076082104645,8.0,1400.0,0.03,0.14590801848814994
252,CatBoost Regressor Tuned,0.9521577851740688,0.8371703145611944,6.0,2000.0,0.02,0.1149874706128744
253,CatBoost Regressor Tuned,0.9135387308248404,0.8370585116539361,4.0,1050.0,0.05,0.0764802191709043
254,CatBoost Regressor Tuned,0.952617725908345,0.8368936517881855,6.0,1000.0,0.04,0.1157240741201595
255,CatBoost Regressor Tuned,0.9748474434625716,0.8368446823756969,8.0,1750.0,0.02,0.1380027610868747
256,CatBoost Regressor Tuned,0.8867220102275298,0.8367209185717458,3.0,1600.0,0.04,0.050001091655784036
257,CatBoost Regressor Tuned,0.9476099912942983,0.8367181935190359,5.0,1750.0,0.03,0.11089179777526248
258,CatBoost Regressor Tuned,0.8737070492189208,0.8366695197546066,2.0,1250.0,0.1,0.03703752946431427
259,CatBoost Regressor Tuned,0.9056513958853952,0.8366548732899779,3.0,1600.0,0.05,0.06899652259541733
260,CatBoost Regressor Tuned,0.962823832507598,0.8366159560079134,6.0,1550.0,0.03,0.12620787649968457
261,CatBoost Regressor Tuned,0.9771792755675096,0.8364985622936668,10.0,1250.0,0.02,0.1406807132738428
262,CatBoost Regressor Tuned,0.9260835956965536,0.8363356619012652,4.0,2000.0,0.03,0.08974793379528845
263,CatBoost Regressor Tuned,0.9479744080592976,0.8362969084101229,5.0,1300.0,0.04,0.11167749964917462
264,CatBoost Regressor Tuned,0.9198855496549996,0.8360039934006831,3.0,1350.0,0.07,0.08388155625431648
265,CatBoost Regressor Tuned,0.9228491938816352,0.8357668675473269,4.0,1400.0,0.04,0.08708232633430835
266,CatBoost Regressor Tuned,0.9845685994308644,0.8357399590073438,8.0,1450.0,0.03,0.14882864042352062
267,CatBoost Regressor Tuned,0.9644354373505636,0.8356830685982288,6.0,1600.0,0.03,0.12875236875233476
268,CatBoost Regressor Tuned,0.9509988813256812,0.8351859242923544,5.0,1350.0,0.04,0.11581295703332684
269,CatBoost Regressor Tuned,0.9792107572077297,0.835156833889663,10.0,1300.0,0.02,0.14405392331806666
270,CatBoost Regressor Tuned,0.9744510970148704,0.8350923166968872,9.0,1400.0,0.02,0.1393587803179832
271,CatBoost Regressor Tuned,0.8955634736277852,0.8349665702511676,3.0,1750.0,0.04,0.060596903376617606
272,CatBoost Regressor Tuned,0.917975896542695,0.8346232500721008,4.0,1100.0,0.05,0.08335264647059415
273,CatBoost Regressor Tuned,0.9458081582108692,0.8346042142019685,5.0,1000.0,0.05,0.11120394400890066
274,CatBoost Regressor Tuned,0.9561766154553928,0.8344042196134898,6.0,1050.0,0.04,0.12177239584190303
275,CatBoost Regressor Tuned,0.959352261507746,0.8343546441703341,7.0,1150.0,0.03,0.12499761733741188
276,CatBoost Regressor Tuned,0.9683992180925888,0.8342119455302122,7.0,2000.0,0.02,0.1341872725623766
277,CatBoost Regressor Tuned,0.9804173837416252,0.8341538289820556,8.0,1000.0,0.04,0.14626355475956965
278,CatBoost Regressor Tuned,0.9852214993594216,0.8340962095988056,10.0,1000.0,0.03,0.151125289760616
279,CatBoost Regressor Tuned,0.9254013771646328,0.8340952310465377,4.0,1450.0,0.04,0.09130614611809507
280,CatBoost Regressor Tuned,0.921592620356434,0.8339225742451428,4.0,1150.0,0.05,0.08767004611129114
281,CatBoost Regressor Tuned,0.985868355427628,0.8337336425507574,8.0,1500.0,0.03,0.15213471287687053
282,CatBoost Regressor Tuned,0.9764349414427734,0.8335293815484922,9.0,1450.0,0.02,0.14290555989428122
283,CatBoost Regressor Tuned,0.8705316846155777,0.8334340710813446,2.0,1750.0,0.07,0.03709761353423313
284,CatBoost Regressor Tuned,0.9810536908875028,0.8333750185927848,10.0,1350.0,0.02,0.14767867229471798
285,CatBoost Regressor Tuned,0.9868765745159254,0.8332714409659127,10.0,1050.0,0.03,0.1536051335500127
286,CatBoost Regressor Tuned,0.9824305385574826,0.8331526961477684,8.0,1050.0,0.04,0.1492778424097142
287,CatBoost Regressor Tuned,0.9767417083131538,0.8331432851433456,9.0,1000.0,0.03,0.1435984231698082
288,CatBoost Regressor Tuned,0.9535328933991248,0.8329021398110266,5.0,1400.0,0.04,0.12063075358809827
289,CatBoost Regressor Tuned,0.9625893336926036,0.8326745935098444,7.0,1200.0,0.03,0.12991474018275917
290,CatBoost Regressor Tuned,0.9870162061826776,0.8326000737225855,8.0,1550.0,0.03,0.15441613246009211
291,CatBoost Regressor Tuned,0.9255854405399562,0.8325068812089605,4.0,1200.0,0.05,0.09307855933099562
292,CatBoost Regressor Tuned,0.988439024318095,0.8324896630533276,10.0,1100.0,0.03,0.15594936126476744
293,CatBoost Regressor Tuned,0.928251007450704,0.8324753668559964,4.0,1500.0,0.04,0.09577564059470756
294,CatBoost Regressor Tuned,0.8771098830714977,0.8324613817134361,2.0,1300.0,0.1,0.04464850135806164
295,CatBoost Regressor Tuned,0.9231361676440084,0.8324386915025517,3.0,1400.0,0.07,0.09069747614145673
296,CatBoost Regressor Tuned,0.9693516621299066,0.8322272113691407,6.0,1750.0,0.03,0.13712445076076596
297,CatBoost Regressor Tuned,0.9648421578119794,0.8319865710977894,7.0,1250.0,0.03,0.13285558671418995
298,CatBoost Regressor Tuned,0.9139868163700658,0.8319519219579744,3.0,1750.0,0.05,0.08203489441209144
299,CatBoost Regressor Tuned,0.9782185486482086,0.8319106257882259,9.0,1500.0,0.02,0.14630792285998262
300,CatBoost Regressor Tuned,0.9826477767410244,0.831837677986851,10.0,1400.0,0.02,0.1508100987541734
301,CatBoost Regressor Tuned,0.9492561226862528,0.8316852642399523,5.0,1050.0,0.05,0.11757085844630055
302,CatBoost Regressor Tuned,0.9589213040161608,0.8316731988286771,6.0,1100.0,0.04,0.12724810518748375
303,CatBoost Regressor Tuned,0.9790356867982272,0.8316351550629083,9.0,1050.0,0.03,0.14740053173531886
304,CatBoost Regressor Tuned,0.98799769078734,0.8315408298371721,8.0,1600.0,0.03,0.15645686095016786
305,CatBoost Regressor Tuned,0.9557127209901946,0.831466369569273,5.0,1450.0,0.04,0.12424635142092155
306,CatBoost Regressor Tuned,0.98429895119356,0.83145161577304,8.0,1100.0,0.04,0.15284733542051998
307,CatBoost Regressor Tuned,0.9809416148604252,0.8314243999633937,8.0,2000.0,0.02,0.14951721489703151
308,CatBoost Regressor Tuned,0.925732509984959,0.831027710964712,3.0,1450.0,0.07,0.09470479902024709
309,CatBoost Regressor Tuned,0.9309230096311052,0.8309709886200833,4.0,1550.0,0.04,0.09995202101102185
310,CatBoost Regressor Tuned,0.8806841278313388,0.8308665587036799,2.0,1350.0,0.1,0.04981756912765889
311,CatBoost Regressor Tuned,0.9332415477583904,0.8308332147145455,4.0,1600.0,0.04,0.10240833304384489
312,CatBoost Regressor Tuned,0.9840366739693944,0.8307953403489923,10.0,1450.0,0.02,0.15324133362040215
313,CatBoost Regressor Tuned,0.9897502816678876,0.8306084364846101,10.0,1150.0,0.03,0.15914184518327745
314,CatBoost Regressor Tuned,0.952343690335941,0.8305056592397684,5.0,1100.0,0.05,0.12183803109617264
315,CatBoost Regressor Tuned,0.9797720394808956,0.8304629680829119,9.0,1550.0,0.02,0.14930907139798377
316,CatBoost Regressor Tuned,0.9563143587196088,0.8303659320825171,5.0,2000.0,0.03,0.12594842663709171
317,CatBoost Regressor Tuned,0.9672837024427998,0.830244981494345,7.0,1300.0,0.03,0.13703872094845482
318,CatBoost Regressor Tuned,0.9691126706331964,0.8302403466872246,7.0,1000.0,0.04,0.13887232394597182
319,CatBoost Regressor Tuned,0.9858780950497268,0.8300713871478491,8.0,1150.0,0.04,0.15580670790187767
320,CatBoost Regressor Tuned,0.9290742425370024,0.8299393045759953,4.0,1250.0,0.05,0.09913493796100714
321,CatBoost Regressor Tuned,0.9853120999165036,0.82973778107882,10.0,1500.0,0.02,0.15557431883768358
322,CatBoost Regressor Tuned,0.9576800909094162,0.8294717334302892,5.0,1500.0,0.04,0.12820835747912696
323,CatBoost Regressor Tuned,0.9809423492120322,0.8294424426450977,9.0,1100.0,0.03,0.15149990656693446
324,CatBoost Regressor Tuned,0.9552458177411982,0.8292773484562728,5.0,1150.0,0.05,0.12596846928492544
325,CatBoost Regressor Tuned,0.9910551378198468,0.8291824842409865,10.0,1200.0,0.03,0.16187265357886027
326,CatBoost Regressor Tuned,0.884125111364611,0.8290402221423322,2.0,1400.0,0.1,0.05508488922227883
327,CatBoost Regressor Tuned,0.8867885359371699,0.8290156358091763,2.0,1450.0,0.1,0.05777290012799363
328,CatBoost Regressor Tuned,0.9896067758808776,0.8289550559588839,8.0,1000.0,0.05,0.16065171992199379
329,CatBoost Regressor Tuned,0.9616041621689396,0.8289183229200634,6.0,1150.0,0.04,0.13268583924887623
330,CatBoost Regressor Tuned,0.9284941749753324,0.8286045624192454,3.0,1500.0,0.07,0.09988961255608697
331,CatBoost Regressor Tuned,0.9811699577849744,0.8284918653509062,9.0,1600.0,0.02,0.15267809243406816
332,CatBoost Regressor Tuned,0.987352033897964,0.8284239379188563,8.0,1200.0,0.04,0.15892809597910773
333,CatBoost Regressor Tuned,0.9069626391390766,0.8284077413023259,3.0,2000.0,0.04,0.07855489783675074
334,CatBoost Regressor Tuned,0.9865427843848978,0.8283661518521885,10.0,1550.0,0.02,0.1581766325327093
335,CatBoost Regressor Tuned,0.9896297643376494,0.8282360509008686,9.0,1000.0,0.04,0.16139371343678077
336,CatBoost Regressor Tuned,0.9692047944927265,0.8281889444510561,7.0,1350.0,0.03,0.1410158500416704
337,CatBoost Regressor Tuned,0.992075939512562,0.827852556343118,10.0,1250.0,0.03,0.16422338316944396
338,CatBoost Regressor Tuned,0.9908130016420345,0.8277942847038161,8.0,1050.0,0.05,0.16301871693821834
339,CatBoost Regressor Tuned,0.9885874523786924,0.8276816791466728,8.0,1250.0,0.04,0.1609057732320196
340,CatBoost Regressor Tuned,0.9597981145581406,0.827678527914971,5.0,1550.0,0.04,0.13211958664316958
341,CatBoost Regressor Tuned,0.9876126403138418,0.8275007571190883,10.0,1600.0,0.02,0.16011188319475345
342,CatBoost Regressor Tuned,0.9576261529359236,0.8274321521524272,5.0,1200.0,0.05,0.1301940007834964
343,CatBoost Regressor Tuned,0.9826439325328128,0.8273995817312493,9.0,1150.0,0.03,0.1552443508015635
344,CatBoost Regressor Tuned,0.972020571615666,0.8272978810737109,7.0,1050.0,0.04,0.14472269054195508
345,CatBoost Regressor Tuned,0.9905862100498636,0.8272690335642585,8.0,1750.0,0.03,0.16331717648560506
346,CatBoost Regressor Tuned,0.939736854234575,0.827185393742967,4.0,1750.0,0.04,0.11255146049160802
347,CatBoost Regressor Tuned,0.9327294706851934,0.8270776271204866,4.0,1300.0,0.05,0.1056518435647068
348,CatBoost Regressor Tuned,0.9616445301217186,0.8269085403326183,5.0,1600.0,0.04,0.13473598978910029
349,CatBoost Regressor Tuned,0.9762500917449584,0.8267264965816139,6.0,2000.0,0.03,0.14952359516334446
350,CatBoost Regressor Tuned,0.9910418305939288,0.8267212557970489,9.0,1050.0,0.04,0.1643205747968799
351,CatBoost Regressor Tuned,0.9929864079020796,0.826705003800649,10.0,1300.0,0.03,0.16628140410143055
352,CatBoost Regressor Tuned,0.9920177488663984,0.8265981698018232,8.0,1100.0,0.05,0.16541957906457516
353,CatBoost Regressor Tuned,0.9641190307081822,0.8265022067844918,6.0,1200.0,0.04,0.13761682392369035
354,CatBoost Regressor Tuned,0.9713267938918282,0.8263056693216051,7.0,1400.0,0.03,0.1450211245702231
355,CatBoost Regressor Tuned,0.9921575489100994,0.8262157571937988,9.0,1100.0,0.04,0.16594179171630064
356,CatBoost Regressor Tuned,0.9310005333286996,0.8261793607081382,3.0,1550.0,0.07,0.10482117262056134
357,CatBoost Regressor Tuned,0.8894594520224107,0.8260191317464758,2.0,1500.0,0.1,0.06344032027593494
358,CatBoost Regressor Tuned,0.8833227317326958,0.825843941616228,2.0,2000.0,0.07,0.05747879011646784
359,CatBoost Regressor Tuned,0.9897705879381186,0.8257511865405681,8.0,1300.0,0.04,0.16401940139755045
360,CatBoost Regressor Tuned,0.960715028992969,0.8257382784355869,5.0,1250.0,0.05,0.13497675055738212
361,CatBoost Regressor Tuned,0.9937828657206972,0.8257039966338099,10.0,1350.0,0.03,0.1680788690868873
362,CatBoost Regressor Tuned,0.984389080337823,0.8253161079321136,9.0,1200.0,0.03,0.1590729724057094
363,CatBoost Regressor Tuned,0.984677985919121,0.8252681542786724,9.0,1750.0,0.02,0.15940983164044864
364,CatBoost Regressor Tuned,0.9929415528666324,0.8252435060028791,8.0,1150.0,0.05,0.16769804686375334
365,CatBoost Regressor Tuned,0.992961082207888,0.8251752581352976,9.0,1150.0,0.04,0.16778582407259046
366,CatBoost Regressor Tuned,0.9745383164586954,0.8251680097617111,7.0,1100.0,0.04,0.14937030669698426
367,CatBoost Regressor Tuned,0.9729025372045726,0.8251301768740914,7.0,1450.0,0.03,0.14777236033048124
368,CatBoost Regressor Tuned,0.9747571784815464,0.8245235367532459,7.0,1500.0,0.03,0.15023364172830056
369,CatBoost Regressor Tuned,0.9944971193752572,0.8245132161612926,10.0,1400.0,0.03,0.16998390321396462
370,CatBoost Regressor Tuned,0.993778141135912,0.8245039033565762,8.0,1200.0,0.05,0.1692742377793358
371,CatBoost Regressor Tuned,0.990842073012828,0.8244149076264329,8.0,1350.0,0.04,0.16642716538639513
372,CatBoost Regressor Tuned,0.9904207076186088,0.8243502270237468,10.0,1750.0,0.02,0.16607048059486196
373,CatBoost Regressor Tuned,0.993740099049864,0.8243242301149815,9.0,1200.0,0.04,0.16941586893488259
374,CatBoost Regressor Tuned,0.8920586808035397,0.8241121194736453,2.0,1550.0,0.1,0.0679465613298944
375,CatBoost Regressor Tuned,0.9944291088979244,0.8241094774845251,8.0,1250.0,0.05,0.17031963141339923
376,CatBoost Regressor Tuned,0.9630933597099054,0.8240224601148416,5.0,1300.0,0.05,0.1390708995950638
377,CatBoost Regressor Tuned,0.9860592698266708,0.8239934808326872,9.0,1250.0,0.03,0.1620657889939836
378,CatBoost Regressor Tuned,0.9934321040326244,0.8239239809375222,8.0,2000.0,0.03,0.16950812309510221
379,CatBoost Regressor Tuned,0.9762652225886592,0.8238479836672564,7.0,1550.0,0.03,0.1524172389214028
380,CatBoost Regressor Tuned,0.9359040412740296,0.8238223408972236,4.0,1350.0,0.05,0.11208170037680598
381,CatBoost Regressor Tuned,0.9950830712676768,0.8238198525970362,10.0,1450.0,0.03,0.17126321867064065
382,CatBoost Regressor Tuned,0.9943540588299924,0.8237445577520037,9.0,1250.0,0.04,0.17060950107798867
383,CatBoost Regressor Tuned,0.9333785529520614,0.8235808058163369,3.0,1600.0,0.07,0.10979774713572454
384,CatBoost Regressor Tuned,0.9949947504689416,0.8233393993038227,8.0,1300.0,0.05,0.17165535116511887
385,CatBoost Regressor Tuned,0.9956335382661714,0.8232975819149803,10.0,1500.0,0.03,0.17233595635119114
386,CatBoost Regressor Tuned,0.9765973079570188,0.8230222975012416,7.0,1150.0,0.04,0.15357501045577726
387,CatBoost Regressor Tuned,0.9917741964723809,0.8230160791580099,8.0,1400.0,0.04,0.16875811731437096
388,CatBoost Regressor Tuned,0.9960982839898116,0.8229012064491241,10.0,1550.0,0.03,0.17319707754068747
389,CatBoost Regressor Tuned,0.9667936216647192,0.8227422322600876,6.0,1250.0,0.04,0.14405138940463158
390,CatBoost Regressor Tuned,0.9949689712190358,0.822462148337587,9.0,1300.0,0.04,0.1725068228814488
391,CatBoost Regressor Tuned,0.9655835605783816,0.8222377763747177,5.0,1350.0,0.05,0.14334578420366384
392,CatBoost Regressor Tuned,0.938691894973186,0.8222208430774653,4.0,1400.0,0.05,0.1164710518957206
393,CatBoost Regressor Tuned,0.9955537878389108,0.8222139749879078,8.0,1350.0,0.05,0.17333981285100297
394,CatBoost Regressor Tuned,0.9875867550754304,0.8222046216685537,9.0,1300.0,0.03,0.16538213340687669
395,CatBoost Regressor Tuned,0.9779808500157988,0.8220446880542269,7.0,1600.0,0.03,0.1559361619615719
396,CatBoost Regressor Tuned,0.9654607158561248,0.8220209546180277,6.0,1000.0,0.05,0.1434397612380971
397,CatBoost Regressor Tuned,0.9965029853546502,0.8219241777289887,10.0,1600.0,0.03,0.17457880762566147
398,CatBoost Regressor Tuned,0.9666168641597076,0.8217618748265452,5.0,1750.0,0.04,0.14485498933316243
399,CatBoost Regressor Tuned,0.9925598296406444,0.821652187478989,8.0,1450.0,0.04,0.17090764216165533
400,CatBoost Regressor Tuned,0.9786637188345896,0.8215703464227199,7.0,1200.0,0.04,0.15709337241186971
401,CatBoost Regressor Tuned,0.9960431470135954,0.821333611211873,8.0,1400.0,0.05,0.17470953580172244
402,CatBoost Regressor Tuned,0.9954919263128076,0.8213241390032453,9.0,1350.0,0.04,0.17416778730956228
403,CatBoost Regressor Tuned,0.8948074507168575,0.8212705456347569,2.0,1600.0,0.1,0.07353690508210065
404,CatBoost Regressor Tuned,0.9932625005230484,0.8210557220516653,8.0,1500.0,0.04,0.1722067784713831
405,CatBoost Regressor Tuned,0.9807163167973204,0.821049474543853,7.0,1000.0,0.05,0.1596668422534674
406,CatBoost Regressor Tuned,0.924876144605444,0.8207887177924307,3.0,2000.0,0.05,0.1040874268130133
407,CatBoost Regressor Tuned,0.94118990916939,0.8207793050633672,4.0,1450.0,0.05,0.12041060410602289
408,CatBoost Regressor Tuned,0.9688267524120426,0.8206388022545059,6.0,1300.0,0.04,0.14818795015753672
409,CatBoost Regressor Tuned,0.9675768998628764,0.8204332979630604,5.0,1400.0,0.05,0.147143601899816
410,CatBoost Regressor Tuned,0.9935318358434878,0.8204329204886278,10.0,2000.0,0.02,0.17309891535486
411,CatBoost Regressor Tuned,0.9945808764912368,0.8203187405032193,9.0,1000.0,0.05,0.17426213598801754
412,CatBoost Regressor Tuned,0.9888451322413836,0.8202764368105562,9.0,1350.0,0.03,0.16856869543082742
413,CatBoost Regressor Tuned,0.9681887744941948,0.8199990662391525,6.0,1050.0,0.05,0.1481897082550423
414,CatBoost Regressor Tuned,0.9959894685253644,0.8199989151428069,9.0,1400.0,0.04,0.17599055338255754
415,CatBoost Regressor Tuned,0.9965274058995176,0.819939904463988,8.0,1450.0,0.05,0.1765875014355296
416,CatBoost Regressor Tuned,0.9892350297868016,0.8198597073673599,9.0,2000.0,0.02,0.16937532241944164
417,CatBoost Regressor Tuned,0.9827417131516848,0.8197910473171346,7.0,1050.0,0.05,0.1629506658345502
418,CatBoost Regressor Tuned,0.9653159798911656,0.8196400218978683,5.0,1000.0,0.07,0.14567595799329724
419,CatBoost Regressor Tuned,0.9974933004811462,0.8195869097350401,10.0,1750.0,0.03,0.17790639074610604
420,CatBoost Regressor Tuned,0.9705060555828402,0.819461897766937,6.0,1350.0,0.04,0.1510441578159032
421,CatBoost Regressor Tuned,0.9938922529422832,0.819386429378836,8.0,1550.0,0.04,0.17450582356344724
422,CatBoost Regressor Tuned,0.980292148990506,0.8192621595129743,7.0,1250.0,0.04,0.16102998947753167
423,CatBoost Regressor Tuned,0.9491580676599392,0.8191593568968489,4.0,2000.0,0.04,0.12999871076309022
424,CatBoost Regressor Tuned,0.9285567507682104,0.8191116268019335,3.0,1000.0,0.1,0.10944512396627692
425,CatBoost Regressor Tuned,0.9953950738103612,0.8190424511942522,9.0,1050.0,0.05,0.17635262261610896
426,CatBoost Regressor Tuned,0.9968819276748596,0.8189836424027013,8.0,1500.0,0.05,0.17789828527215834
427,CatBoost Regressor Tuned,0.901484857383083,0.8189505647729719,2.0,1750.0,0.1,0.08253429261011114
428,CatBoost Regressor Tuned,0.9964328223179078,0.8189182561512769,9.0,1450.0,0.04,0.17751456616663086
429,CatBoost Regressor Tuned,0.98162431775755,0.8188108424902285,7.0,1750.0,0.03,0.16281347526732148
430,CatBoost Regressor Tuned,0.9432503249986884,0.818780430108569,4.0,1500.0,0.05,0.12446989489011939
431,CatBoost Regressor Tuned,0.9899850431267444,0.8186860859992753,9.0,1400.0,0.03,0.17129895712746912
432,CatBoost Regressor Tuned,0.9415311233988164,0.8184681481690838,4.0,1000.0,0.07,0.12306297522973264
433,CatBoost Regressor Tuned,0.997173870994586,0.8183550253235929,8.0,1550.0,0.05,0.17881884567099304
434,CatBoost Regressor Tuned,0.9944275212109546,0.8183022741801231,8.0,1600.0,0.04,0.17612524703083143
435,CatBoost Regressor Tuned,0.9694131305764296,0.8182204591273056,5.0,1450.0,0.05,0.15119267144912407
436,CatBoost Regressor Tuned,0.9960864931878954,0.8181582215975992,9.0,1100.0,0.05,0.17792827159029623
437,CatBoost Regressor Tuned,0.9322288568118924,0.8180682604083255,3.0,1050.0,0.1,0.1141605964035669
438,CatBoost Regressor Tuned,0.996803338042597,0.8180467068937408,9.0,1500.0,0.04,0.1787566311488562
439,CatBoost Regressor Tuned,0.9722598953017928,0.8178206094565807,6.0,1400.0,0.04,0.15443928584521205
440,CatBoost Regressor Tuned,0.9845439875828106,0.8177736515679805,7.0,1100.0,0.05,0.16677033601483005
441,CatBoost Regressor Tuned,0.970509687933272,0.8177564486477464,6.0,1100.0,0.05,0.15275323928552553
442,CatBoost Regressor Tuned,0.9457328928333432,0.8176922080843116,4.0,1550.0,0.05,0.12804068474903152
443,CatBoost Regressor Tuned,0.9910172957859956,0.8174176665568533,9.0,1450.0,0.03,0.1735996292291423
444,CatBoost Regressor Tuned,0.9971247794297364,0.8173712843808951,9.0,1550.0,0.04,0.1797534950488413
445,CatBoost Regressor Tuned,0.997514192337944,0.8172149426761538,8.0,1600.0,0.05,0.18029924966179023
446,CatBoost Regressor Tuned,0.9818971191431508,0.8169521683862558,7.0,1300.0,0.04,0.16494495075689497
447,CatBoost Regressor Tuned,0.9974176110069478,0.8169062903571807,9.0,1600.0,0.04,0.18051132064976716
448,CatBoost Regressor Tuned,0.983208142927696,0.8168432772715656,5.0,1000.0,0.1,0.1663648656561304
449,CatBoost Regressor Tuned,0.9966310129177908,0.8168417508264707,9.0,1150.0,0.05,0.17978926209132007
450,CatBoost Regressor Tuned,0.9712345734764212,0.8167228192508397,5.0,1500.0,0.05,0.1545117542255815
451,CatBoost Regressor Tuned,0.9478110380048524,0.8166938736705669,4.0,1600.0,0.05,0.13111716433428555
452,CatBoost Regressor Tuned,0.962702223667264,0.8164496429706336,4.0,1000.0,0.1,0.14625258069663039
453,CatBoost Regressor Tuned,0.998506484081727,0.8164144781709286,10.0,2000.0,0.03,0.18209200591079844
454,CatBoost Regressor Tuned,0.99188123597017,0.8163917343541662,9.0,1500.0,0.03,0.17548950161600374
455,CatBoost Regressor Tuned,0.99709179749744,0.816207970965895,9.0,1200.0,0.05,0.180883826531545
456,CatBoost Regressor Tuned,0.9916906781214684,0.8158700705655816,7.0,1000.0,0.07,0.1758206075558868
457,CatBoost Regressor Tuned,0.995827393731432,0.8158015371069334,8.0,1750.0,0.04,0.18002585662449866
458,CatBoost Regressor Tuned,0.9682243622345652,0.8157999434251575,5.0,1050.0,0.07,0.1524244188094077
459,CatBoost Regressor Tuned,0.986011796958781,0.8157115584349451,7.0,1150.0,0.05,0.1703002385238359
460,CatBoost Regressor Tuned,0.9833447669952152,0.8156536560564613,7.0,1350.0,0.04,0.16769111093875388
461,CatBoost Regressor Tuned,0.992632516569324,0.8155774063360174,9.0,1550.0,0.03,0.17705511023330667
462,CatBoost Regressor Tuned,0.9974646969630268,0.8154750115119749,9.0,1250.0,0.05,0.18198968545105187
463,CatBoost Regressor Tuned,0.9980752550343196,0.815264884433123,9.0,1750.0,0.04,0.18281037060119665
464,CatBoost Regressor Tuned,0.9862214718616664,0.8152465516989837,7.0,2000.0,0.03,0.17097492016268268
465,CatBoost Regressor Tuned,0.9399353134517864,0.8151624105220184,3.0,1750.0,0.07,0.12477290292976795
466,CatBoost Regressor Tuned,0.973053411864216,0.8151292234672667,6.0,1150.0,0.05,0.15792418839694933
467,CatBoost Regressor Tuned,0.9981836718859524,0.8150899797364868,8.0,1750.0,0.05,0.18309369214946558
468,CatBoost Regressor Tuned,0.974393277526628,0.8149950478865664,6.0,1450.0,0.04,0.15939822964006156
469,CatBoost Regressor Tuned,0.9932972986186244,0.8149315182898147,9.0,1600.0,0.03,0.17836578032880968
470,CatBoost Regressor Tuned,0.9977756579425427,0.8147203502076189,9.0,1300.0,0.05,0.18305530773492384
471,CatBoost Regressor Tuned,0.9729400530572638,0.8146787269473217,5.0,1550.0,0.05,0.15826132610994215
472,CatBoost Regressor Tuned,0.9649971144604476,0.8145383702455938,4.0,1050.0,0.1,0.15045874421485372
473,CatBoost Regressor Tuned,0.9453675921302698,0.8144539295258482,4.0,1050.0,0.07,0.1309136626044216
474,CatBoost Regressor Tuned,0.9359271962413352,0.8143142617629313,3.0,1100.0,0.1,0.12161293447840393
475,CatBoost Regressor Tuned,0.9744437974050718,0.8140983235482347,5.0,1600.0,0.05,0.16034547385683706
476,CatBoost Regressor Tuned,0.98506848390289,0.8139384369066873,5.0,1050.0,0.1,0.1711300469962027
477,CatBoost Regressor Tuned,0.9707473058986752,0.813874126070489,5.0,1100.0,0.07,0.15687317982818616
478,CatBoost Regressor Tuned,0.9846477932129928,0.8137860316342542,7.0,1400.0,0.04,0.17086176157873856
479,CatBoost Regressor Tuned,0.9754695122919992,0.8136992305759873,6.0,1200.0,0.05,0.16177028171601193
480,CatBoost Regressor Tuned,0.9928256462114162,0.8135380986205636,7.0,1050.0,0.07,0.17928754759085264
481,CatBoost Regressor Tuned,0.9988162155825976,0.8134028888251384,9.0,2000.0,0.04,0.18541332675745914
482,CatBoost Regressor Tuned,0.9674356285109555,0.8133973936364114,4.0,1100.0,0.1,0.15403823487454416
483,CatBoost Regressor Tuned,0.9980935106803892,0.8133675681147644,9.0,1350.0,0.05,0.1847259425656248
484,CatBoost Regressor Tuned,0.99703652313294,0.8132269231032039,7.0,1000.0,0.1,0.18380960002973612
485,CatBoost Regressor Tuned,0.9735751136321398,0.8131996563968834,5.0,2000.0,0.04,0.16037545723525637
486,CatBoost Regressor Tuned,0.987493714773604,0.8131906016484691,7.0,1200.0,0.05,0.1743031131251349
487,CatBoost Regressor Tuned,0.9857951941165336,0.8130801143838033,7.0,1450.0,0.04,0.17271507973273026
488,CatBoost Regressor Tuned,0.9760455042622592,0.8130136468437092,6.0,1500.0,0.04,0.16303185741854997
489,CatBoost Regressor Tuned,0.9731690767374312,0.8127806824597311,5.0,1150.0,0.07,0.16038839427770013
490,CatBoost Regressor Tuned,0.9975099723965272,0.8125929542069296,7.0,1050.0,0.1,0.1849170181895976
491,CatBoost Regressor Tuned,0.9974304803964718,0.8123798569984446,8.0,2000.0,0.04,0.18505062339802714
492,CatBoost Regressor Tuned,0.9982003835591908,0.8122489514828151,9.0,1000.0,0.07,0.18595143207637577
493,CatBoost Regressor Tuned,0.9983426919752802,0.8122225326724499,9.0,1400.0,0.05,0.18612015930283032
494,CatBoost Regressor Tuned,0.9985610049007408,0.812099449516198,9.0,1450.0,0.05,0.1864615553845429
495,CatBoost Regressor Tuned,0.9936268126564708,0.8119952822673402,7.0,1100.0,0.07,0.1816315303891306
