,Model Name,R2_Score(Training),R2_Score_Testing,Depth,Iterations,Learning Rate,Score Difference
194,CatBoost Regressor Tuned,0.8549971662182554,0.8443981423126623,2.0,1500.0,0.07,0.010599023905593086
195,CatBoost Regressor Tuned,0.9419012385959176,0.8443296732561627,6.0,1750.0,0.02,0.09757156533975486
196,CatBoost Regressor Tuned,0.9070621967702456,0.8441481630877234,3.0,1150.0,0.07,0.06291403368252213
197,CatBoost Regressor Tuned,0.9531032964483026,0.8440547979210458,6.0,1350.0,0.03,0.10904849852725684
198,CatBoost Regressor Tuned,0.8741352975653471,0.8439805674509163,3.0,1400.0,0.04,0.030154730114430817
199,CatBoost Regressor Tuned,0.9760567604391656,0.8439403921733007,8.0,1200.0,0.03,0.13211636826586481
200,CatBoost Regressor Tuned,0.9667988577602948,0.8436962216051137,10.0,1050.0,0.02,0.12310263615518113
201,CatBoost Regressor Tuned,0.9364104147513944,0.8434359824627022,5.0,1500.0,0.03,0.09297443228869218
202,CatBoost Regressor Tuned,0.8879027278741981,0.8429274413185487,3.0,1300.0,0.05,0.04497528655564942
203,CatBoost Regressor Tuned,0.9387957868546072,0.842885194044512,5.0,1150.0,0.04,0.09591059281009517
204,CatBoost Regressor Tuned,0.9046236790563208,0.8427297624839977,4.0,1150.0,0.04,0.06189391657232313
205,CatBoost Regressor Tuned,0.9658977938262844,0.8427171573445029,8.0,1500.0,0.02,0.12318063648178146
206,CatBoost Regressor Tuned,0.9109866682164768,0.8426956324643903,3.0,1200.0,0.07,0.0682910357520865
207,CatBoost Regressor Tuned,0.9556265136632272,0.8425838737433207,6.0,1400.0,0.03,0.11304263991990648
208,CatBoost Regressor Tuned,0.9642684938256344,0.8424513894823368,9.0,1200.0,0.02,0.12181710434329762
209,CatBoost Regressor Tuned,0.8772112329032125,0.8424179327301814,3.0,1450.0,0.04,0.03479330017303106
210,CatBoost Regressor Tuned,0.9780938864417996,0.8424024229566268,8.0,1250.0,0.03,0.1356914634851728
211,CatBoost Regressor Tuned,0.8511490054569896,0.8422024863587694,2.0,2000.0,0.05,0.008946519098220196
212,CatBoost Regressor Tuned,0.8912950440141044,0.8421593348127736,3.0,1350.0,0.05,0.04913570920133081
213,CatBoost Regressor Tuned,0.9089740774932984,0.8420193538078058,4.0,1200.0,0.04,0.0669547236854926
214,CatBoost Regressor Tuned,0.9129835938890392,0.8418303926784121,4.0,1250.0,0.04,0.07115320121062707
215,CatBoost Regressor Tuned,0.9391349595780802,0.8417662619527815,5.0,1550.0,0.03,0.09736869762529876
216,CatBoost Regressor Tuned,0.9485048686488654,0.8417239475402537,7.0,1000.0,0.03,0.1067809211086117
217,CatBoost Regressor Tuned,0.8943407019352108,0.8416576938731389,3.0,1400.0,0.05,0.05268300806207182
218,CatBoost Regressor Tuned,0.8581563052675819,0.8416205611424176,2.0,1550.0,0.07,0.016535744125164342
219,CatBoost Regressor Tuned,0.9696231860155476,0.841492585183165,10.0,1100.0,0.02,0.1281306008323826
220,CatBoost Regressor Tuned,0.9680190922773356,0.8413790143404951,8.0,1550.0,0.02,0.1266400779368405
221,CatBoost Regressor Tuned,0.8804145593912109,0.8412841019467938,3.0,1500.0,0.04,0.03913045744441712
222,CatBoost Regressor Tuned,0.9151156107682906,0.8412240126234259,4.0,1750.0,0.03,0.07389159814486468
223,CatBoost Regressor Tuned,0.9668603425562368,0.8411091052958234,9.0,1250.0,0.02,0.12575123726041337
224,CatBoost Regressor Tuned,0.8654016556607849,0.8408898487795446,2.0,1150.0,0.1,0.024511806881240217
225,CatBoost Regressor Tuned,0.9699708044012948,0.8408609718366917,8.0,1600.0,0.02,0.12910983256460307
226,CatBoost Regressor Tuned,0.9599919462673624,0.8408293440625751,7.0,1750.0,0.02,0.11916260220478725
227,CatBoost Regressor Tuned,0.9140426836696234,0.8405085059748352,3.0,1250.0,0.07,0.0735341776947882
228,CatBoost Regressor Tuned,0.9414529835254448,0.8404865985548206,5.0,1600.0,0.03,0.10096638497062427
229,CatBoost Regressor Tuned,0.9800805095112618,0.840127187906311,8.0,1300.0,0.03,0.13995332160495078
230,CatBoost Regressor Tuned,0.9420736444289596,0.8400809728752365,5.0,1200.0,0.04,0.10199267155372305
231,CatBoost Regressor Tuned,0.9163201668195884,0.8399937375680222,4.0,1300.0,0.04,0.07632642925156619
232,CatBoost Regressor Tuned,0.9581434347509892,0.8398807899341623,6.0,1450.0,0.03,0.11826264481682691
233,CatBoost Regressor Tuned,0.9723688995055086,0.8397531248868981,10.0,1150.0,0.02,0.13261577461861052
234,CatBoost Regressor Tuned,0.9695911470958634,0.8394863403885089,9.0,1300.0,0.02,0.13010480670735447
235,CatBoost Regressor Tuned,0.98164631967172,0.8392691904674358,8.0,1350.0,0.03,0.14237712920428425
236,CatBoost Regressor Tuned,0.9522299347826628,0.8392583121544483,7.0,1050.0,0.03,0.11297162262821447
237,CatBoost Regressor Tuned,0.8615975470235062,0.8391661556985098,2.0,1600.0,0.07,0.022431391324996386
238,CatBoost Regressor Tuned,0.8973796143380747,0.8391585910729746,3.0,1450.0,0.05,0.058221023265100036
239,CatBoost Regressor Tuned,0.90947188574755,0.8390805653141473,4.0,1000.0,0.05,0.07039132043340268
240,CatBoost Regressor Tuned,0.9001499255539078,0.8387785405937251,3.0,1500.0,0.05,0.061371384960182684
241,CatBoost Regressor Tuned,0.8697720624596327,0.838769379654384,2.0,1200.0,0.1,0.03100268280524865
242,CatBoost Regressor Tuned,0.9748721954434788,0.8387092122315235,10.0,1200.0,0.02,0.1361629832119553
243,CatBoost Regressor Tuned,0.9452567882972271,0.8386061349682217,5.0,1250.0,0.04,0.10665065332900547
244,CatBoost Regressor Tuned,0.9169965395593828,0.8385362725898192,3.0,1300.0,0.07,0.07846026696956354
245,CatBoost Regressor Tuned,0.8837745452807487,0.8385181991620022,3.0,1550.0,0.04,0.045256346118746515
